Issue key,Issue id,Assignee,Status,Created,Labels,Labels,Labels,Labels,Issue Type,Resolved,Custom field (SLA дата наступления просрочки),Description,Custom field (description ),Custom field (Количество обращений),Custom field (Команда устраняющая проблему)
ADIRINC-1793,5418921,U_M13MK,На исправление,09.09.2024 15:03,,,,,Дефект промсреды,,2024-10-21 00:00:00.0,"У клиента AVUTIN 4398758 произошла конвертация NXTR в GDEVAO дата фиксации реестра 04/09/2024.
Ошибка заключается в том, что после конвертации у клиента отображается вывод цб и дс, что является некорректной информацией.
!image-2024-09-09-15-00-22-241.png!
!image-2024-09-09-15-00-35-850.png!
!image-2024-09-09-15-00-47-551.png!
!image-2024-09-09-15-00-59-905.png!
!image-2024-09-09-15-01-12-125.png!

В логах сервиса adir-portfolio-analytics возвращается поле как вывод. лог ниже:

[http://adlog1/kibana/goto/558a3420-6ea3-11ef-a9fb-d1c5ec161b4e]
traceid f594b555f6e51978


{code:java}
""[DirectAnalyticsClient#getAnalyticsReport(String,AnalyticsReportRequest)] http://172.21.1.97:80/api/auth/portfolioanalytics?accountId=4398758&dateTo=2024-09-05&dateFrom=2024-08-05\n\nRESPONSE HEADERS\nServer: nginx/1.20.1\nDate: Thu, 05 Sep 2024 10:45:57 GMT\nContent-Type: application/json; charset=utf-8; v=1\nTransfer-Encoding: chunked\nConnection: keep-alive\nx-envoy-upstream-service-time: 343\n<--- headers takes 347 milliseconds  \nRESPONSE BODY \nAnalyticsReportResponse(portfolioRevenue=AnalyticsReportResponse.Report(value=2413295.47, currency=RUB), returnOnAssets=AnalyticsReportResponse.Report(value=657.35, currency=%), sharesRevenue=AnalyticsReportResponse.Report(value=2413281.59, currency=RUB), bondsRevenue=AnalyticsReportResponse.Report(value=0, currency=RUB), currenciesRevenue=AnalyticsReportResponse.Report(value=13.88, currency=RUB), derivativesRevenue=AnalyticsReportResponse.Report(value=0, currency=RUB), fundsRevenue=AnalyticsReportResponse.Report(value=0, currency=RUB), dividends=AnalyticsReportResponse.Report(value=0, currency=RUB), couponRevenue=AnalyticsReportResponse.Report(value=0, currency=RUB), pmetsRevenue=AnalyticsReportResponse.Report(value=0, currency=RUB), commissions=AnalyticsReportResponse.Report(value=0, currency=RUB), marginTrade=AnalyticsReportResponse.Report(value=0, currency=RUB), taxes=AnalyticsReportResponse.Report(value=0, currency=RUB), inputs=AnalyticsReportResponse.Report(value=0, currency=RUB), outputs=AnalyticsReportResponse.Report(value=2778131.98, currency=RUB), inputsPapers=AnalyticsReportResponse.Report(value=0, currency=RUB), outputsPapers=AnalyticsReportResponse.Report(value=2778131.98, currency=RUB), moneyTransfersRUB=null, moneyTransfersUSD=null, moneyTransfersEUR=null, moneyInputsTotal=AnalyticsReportResponse.Report(value=0, currency=RUB), moneyInputsRUB=AnalyticsReportResponse.Report(value=0, currency=RUB), moneyInputsUSD=AnalyticsReportResponse.Report(value=0, currency=USD), moneyInputsEUR=AnalyticsReportResponse.Report(value=0, currency=EUR), moneyInputsCNY=AnalyticsReportResponse.Report(value=0, currency=CNY), moneyInputsOther=AnalyticsReportResponse.Report(value=0, currency=RUB), moneyOutputsTotal=AnalyticsReportResponse.Report(value=0, currency=RUB), moneyOutputsRUB=AnalyticsReportResponse.Report(value=0, currency=RUB), moneyOutputsUSD=AnalyticsReportResponse.Report(value=0, currency=USD), moneyOutputsEUR=AnalyticsReportResponse.Report(value=0, currency=EUR), moneyOutputsCNY=AnalyticsReportResponse.Report(value=0, currency=CNY), moneyOutputsOther=AnalyticsReportResponse.Report(value=0, currency=RUB), isAssetsNegative=AnalyticsReportResponse.Report(value=0, currency=), beginNAV=AnalyticsReportResponse.Report(value=367127, currency=RUB), endNAV=AnalyticsReportResponse.Report(value=2290.49, currency=RUB), sharesEndNAV=AnalyticsReportResponse.Report(value=948.95, currency=RUB), bondsEndNAV=AnalyticsReportResponse.Report(value=0, currency=RUB), currenciesEndNAV=AnalyticsReportResponse.Report(value=392.18, currency=RUB), derivativesEndNAV=AnalyticsReportResponse.Report(value=0, currency=RUB), pmetsEndNAV=AnalyticsReportResponse.Report(value=0, currency=RUB), benchMarkRts=AnalyticsReportResponse.BenchMark(code=RTS, name=Индекс РТС, value=-12.03, currency=%), benchMarkImoex=AnalyticsReportResponse.BenchMark(code=IMOEX, name=Индекс ММВБ, value=-7.90, currency=%), benchMarkSpx=AnalyticsReportResponse.BenchMark(code=SPX, name=Индекс S&P500, value=6.61, currency=%), benchMarkIxic=AnalyticsReportResponse.BenchMark(code=IXIC, name=Индекс NASDAQ, value=5.78, currency=%), benchMarkDji=AnalyticsReportResponse.BenchMark(code=DJI, name=Индекс Dow Jones Industrial, value=5.77, currency=%), benchMarkMmvb=AnalyticsReportResponse.BenchMark(code=ММВБ10, name=Индекс ММВБ10, value=-8.59, currency=%), benchMarkIgold=AnalyticsReportResponse.BenchMark(code=IGOLD, name=Индекс GOLD, value=-99.96, currency=%), benchMarkProduct=AnalyticsReportResponse.BenchMark(code=MARGIN, name=Маржинальная торговля, value=986.02, currency=%))\n<--- body takes 347 milliseconds"",    ""container_id"": ""invest_portfolio-analytics-api.fea9a32b-6ac0-11ef-b5c3-3e52beeb5f94""
{code}
outputs=AnalyticsReportResponse.Report(value=2778131.98, currency=RUB)
outputsPapers=AnalyticsReportResponse.Report(value=2778131.98, currency=RUB)

!image-2024-09-09-15-03-20-999.png!",,1.0,Montblanc
ADIRINC-1792,5417536,U_M0WVN,Отклонен,09.09.2024 12:33,,,,,Дефект промсреды,18.09.2024 11:17,2024-10-21 00:00:00.0,"Пожаловались клиенты на то , что 6.09.24 перестали видеть часть своих инструментов в портфеле.

Примерно в 5.50 утра пошли ошибки по микросервису multi-market-api о том , что невозможно распарсить борд по определенному objectid.

Выглядело так:

!image-2024-09-09-12-09-47-704.png!

Далее данный микросервис обращался в кор сервис adir-multi-markets-asset-info, в котором повысился фон ошибок типа ""Актив не имеет ни одного дефолтного рынка на бирже"", они были и ранее но их количество выросло в разы:

!image-2024-09-09-12-25-11-502.png!

Заметили, что утром пришла информация с СПБ биржи по 99 инструментам, которые завелись автоматически на 331 борд, однако возник конфликт с определением ликвидного рынков по ним, тк вероятно требутся почему то какие то ручные дополнительные манипуляции для их корректной донастройки.

 

В итоге после жалоб клиентов было принято решение о добавлении информации по данным инструментам adfront.[Liquidity].[DisabledTradeMarketBoards] и был сделан пересчет ликвидного рынка по ним

Подробнее тут https://rc.alfa-bank.net/channel/adir-avarii?msg=d2oQ3HFf4ritJ89bb

 

Просьба доработать механизм ,для того чтобы заведение данных инструментов проходило бесшовно автоматически , без ручных манипуляций

 ",,,Марс
ADIRINC-1791,5408170,U_M1QLD,Принят к исправлению,06.09.2024 13:36,Дефект_АИ,,,,Дефект промсреды,,2024-10-18 00:00:00.0,"В приложении МТ 2.31.0 Не обновляется график в онлайн просмотре (новые данные приходят только при смене вкладки)
 !image-2024-09-06-13-35-24-806.png!

График появляется только при смене вкладки.
 Ошибка воспроизводится на разных устройствах под разными УЗ
 прикладываем логи со своего устройства во вложении ниже",,1.0,Appalachians
ADIRINC-1790,5407612,U_M1W4D,Отклонен командой,06.09.2024 12:56,Дефект_АИ,,,,Дефект промсреды,,2024-10-18 00:00:00.0,"В приложении Мт 2.31.0 Некорректное отображение графика со сделкой.
!image-2024-09-06-12-53-54-527.png!

 во кладке Обзор на графике клиент видит кружок, обозначающий сделку, в 16-50 (часовой пояс от мск +2 часа), поэтому цена указана как 180,30 руб. 
Фактически у клиента сделка была в 14:47 по мск и позиция открыта по цене 182 руб.
но при этом Сделка отображается с ценой 182, а позиция ""Кружочка"" ниже 181.50
!image-2024-09-06-12-55-39-078.png!",,1.0,Appalachians
ADIRINC-1789,5403313,U_M1BFA,На исправление,05.09.2024 16:34,,,,,Дефект промсреды,,2024-10-17 00:00:00.0,"В процессе работы в веб-терминале возникает ошибка авторизации клиента и соединение с сервером.
!image-2024-09-05-16-33-04-667.png!

Ошибка правится в рамках задачи https://jira.moscow.alfaintra.net/browse/APOLLO-6",,4.0,
ADIRINC-1788,5401980,U_M20N2,Отклонен командой,05.09.2024 14:19,,,,,Дефект промсреды,,2024-10-17 00:00:00.0,"На примере клиента AR6WPE ГС 2467444:

Клиент пополнил инвесткопилку 31.08.2024 8:20 на сумму 500 рублей, вывода ДС с ИК не было:

!image-2024-09-05-14-20-46-289.png!

Покупка БПИФ прошла только 03.09.2024:

!image-2024-09-05-14-26-24-052.png!

http://adirelkprod.alfadirect.ru/goto/b23c980127d297a6f11ce88d86518108

!image-2024-09-05-14-39-03-217.png!  

Лимиты также начали рассчитываться только 03.09.2024:

  !image-2024-09-05-14-29-26-406.png!

По логам также нет попыток запросов на покупку за 02.03.2024 :

http://adirelkprod.alfadirect.ru/goto/be6c393f2e9661532d3849b4ed797d6e

Покупка БПИФ может не попасть в ближайший период выставления, но покупка в течение всего дня так и не произошла.

[Инвесткопилка от Альфа-Инвестиций|http://infobrb/Finance/AlphaDirect/Pages/AllDocs/Investkopilka-ot-Aljfa-Investicij-.aspx]

!image-2024-09-05-14-34-17-854.png!

 *+_Требуется устранить ошибку и исключить повторения кейса в будущем по всем клиентам._+*

 ",,2.0,
ADIRINC-1787,5400097,U_M20N2,Закрыт,05.09.2024 10:53,,,,,Дефект промсреды,07.11.2024 18:24,2024-10-17 00:00:00.0,"На примере ISIN RU000A0D8PB4, act_id 9215 ТНС энерго Ростов:

!image-2024-09-05-10-57-21-554.png!

В [https://nsddata.ru/ru/news/view/1164395] не указаны даты выплаты и фиксации:

!image-2024-09-05-10-58-02-922.png!

В по данному референсу в [hell_cache].[dividends].[history] дата выплаты указана 01.01.2111 

!image-2024-09-05-11-00-17-082.png!

Доработка ADIRINC-1641 по данной проблеме переоткрыта, т.к. проблема не решена.

 ",,2.0,Core
ADIRINC-1786,5387956,U_M1W4D,Отклонен командой,03.09.2024 13:09,,,,,Дефект промсреды,,2024-10-15 00:00:00.0,"АИ Web-terminal. в поле ""Ожидаемая доходность"" доступен ввод символов отличных от типа int
В данное поле был внесен символ ""%"", что привело к ошибкам сервиса, так как он не воспринимает данный символ и некорректного отображения портфеля.
!image-2024-09-03-13-06-50-775.png!
{code:java}
""stack_trace"": ""j.l.NumberFormatException: Character % is neither a decimal digit number, decimal point, nor \""e\"" notation exponential mark.\n\tat j.math.BigDecimal.<init>(BigDecimal.java:586)\n\tSuppressed: r.c.p.FluxOnAssembly$OnAssemblyException: \nError has been observed at the following site(s):\n\t*__checkpoint ⇢ Handler ru.alfabank.mobile.invest.model.portfolio.controller.PortfoliosController#getDetailedPortfolios(Headers, String, Continuation) [DispatcherHandler]\nOriginal Stack Trace:\n\t\tat j.math.BigDecimal.<init>(BigDecimal.java:586)\n\t\tat j.math.BigDecimal.<init>(BigDecimal.java:471)\n\t\tat j.math.BigDecimal.<init>(BigDecimal.java:900)\n\t\tat r.a.m.i.m.p.u.Utils.formatAmount(Utils.kt:12)\n\t\tat r.a.m.i.m.p.s.c.PortfoliosAutoConverter.convertToPortfolios(PortfoliosAutoConverter.kt:43)\n\t\tat r.a.m.i.m.p.s.PortfoliosAutoService$getPortfolios$2$models$5.invoke(PortfoliosAutoService.kt:49)\n\t\tat r.a.m.i.m.p.s.PortfoliosAutoService$getPortfolios$2$models$5.invoke(PortfoliosAutoService.kt:49)\n\t\tat k.s.TransformingSequence$iterator$1.next(Sequences.kt:210)\n\t\tat k.s.SequencesKt___SequencesKt.toCollection(_Sequences.kt:787)\n\t\tat k.s.SequencesKt___SequencesKt.toMutableList(_Sequences.kt:817)\n\t\tat k.s.SequencesKt___SequencesKt.toList(_Sequences.kt:808)\n\t\tat r.a.m.i.m.p.s.PortfoliosAutoService$getPortfolios$2.invokeSuspend(PortfoliosAutoService.kt:50)\n\t\tat k.c.j.i.BaseContinuationImpl.resumeWith(ContinuationImpl.kt:33)\n\t\tat k.c.DispatchedTaskKt.resume(DispatchedTask.kt:234)\n\t\tat k.c.DispatchedTaskKt.resumeUnconfined(DispatchedTask.kt:190)\n\t\tat k.c.DispatchedTaskKt.dispatch(DispatchedTask.kt:161)\n\t\tat k.c.CancellableContinuationImpl.dispatchResume(CancellableContinuationImpl.kt:397)\n\t\tat k.c.CancellableContinuationImpl.resumeImpl(CancellableContinuationImpl.kt:431)\n\t\tat k.c.CancellableContinuationImpl.resumeImpl$default(CancellableContinuationImpl.kt:420)\n\t\tat k.c.CancellableContinuationImpl.resumeWith(CancellableContinuationImpl.kt:328)\n\t\tat k.c.r.AwaitKt$awaitOne$2$1.onComplete(Await.kt:272)\n\t\tat r.c.p.StrictSubscriber.onComplete(StrictSubscrib..."",
    ""logger_name"": ""ru.alfabank.mobile.logger.ServiceExceptionLogger"",
{code}
сервис portfolio-model-api-v2

!image-2024-09-03-13-07-31-531.png!",,,
ADIRINC-1785,5387938,U_M1F32,Принят к исправлению,03.09.2024 13:03,,,,,Дефект промсреды,,2024-10-15 00:00:00.0,"АИ МТ. Логирование сервиса portfolio-model-api-v2 по traceID отображает не всю цепочку логов, а только ошибку.
Необходимо показывать всю цепочку по traceID
!image-2024-09-03-13-02-46-674.png!

 http://adlog1/kibana/goto/afd28b20-69db-11ef-a9fb-d1c5ec161b4e",,,Meribel
ADIRINC-1784,5378785,U_M1W4D,Закрыт,02.09.2024 11:53,,,,,Дефект промсреды,07.10.2024 08:24,2024-11-25 00:00:00.0,"При поиске инструмент RU000A0JS942 инструмент находит и сразу же пропадает.
Запись с экрана
[^Screenrecorder-2024-09-02-11-46-49-563.mp4]

на сайте МБ инструмент не торгуемый
[https://www.moex.com/n23768?ysclid=m0kqbs54z311638891]


в логах сервиса ошибок нет.
[http://adlog1/kibana/goto/614bff00-6908-11ef-a9fb-d1c5ec161b4e]
!image-2024-09-02-11-50-49-884.png!

Логи с устройства.
[^pasurguchiov_samsung-SM-N985F_07eca087-801e-3417-b389-ceda174346ad_2024-09-02_113444.zip]",,1.0,Сатурн
ADIRINC-1783,5371676,U_M25TF,На исправление,30.08.2024 19:16,,,,,Дефект промсреды,,2024-12-09 00:00:00.0,"На примере клиента AUXYPS ГС 5999418:

В версии 2.31.0 android в разделе Рынок в карточке бумаги раздел Сводка не отображается Оборот:

!image-2024-08-30-19-19-11-393.png!

На других версиях отображение корректное:

!image-2024-08-30-19-20-01-198.png!

 ",,70.0,
ADIRINC-1781,5361409,U_M1CUE,Отклонен командой,29.08.2024 13:55,,,,,Дефект промсреды,,2024-10-10 00:00:00.0,"У клиента AANF81 В терминале Альфа-инвестиции на ПК не загружаются графики
Сборка клиента 4.0.4209.1629

Воспроизводится на 4.0.4257.1312

При загрузке конфигурации присланной клиентом, открыты табы с графиками, в графиках отсутствуют инструменты.

Конфиг клиента во вложении в приложенной задаче",,,
ADIRINC-1779,5342041,U_M13MK,На исправление,26.08.2024 15:46,,,,,Дефект промсреды,,2024-10-07 00:00:00.0,"В приложении МТ версии 2.30.4 отображаются некорректные данные по позиции RU000A1089W7
 Клиент VIP ACEDF6 142539-001

!image-2024-08-26-15-36-43-827.png|width=845,height=226!

 

Номинал бумаги CHF, а отображается валюта в рублях.
 Произвели расчеты и подтвердилась данная версия.
 [https://rc.alfa-bank.net/channel/ocenka_aktivov?msg=DB7dMJYtR2Hn3q6ch]

В логах возвращается рублевая позиция
 !image-2024-08-26-15-45-40-658.png!
 [http://adlog1/kibana/goto/21845c00-63a9-11ef-890a-e97f280311e8]

Необходимо устранить ошибку",,2.0,
ADIRINC-1778,5337610,U_M0SLM,На исправление,26.08.2024 10:18,Дефект_АИ,,,,Дефект промсреды,,2024-10-07 00:00:00.0,"Сервис adir-tariff-synchronization-etl течет по памяти , необходимо устранить утечку. [https://confluence.moscow.alfaintra.net/display/ADIR/adir-tariff-synchronization-etl] 
!image-2024-08-26-10-17-28-180.png|width=797,height=397!",,,Core
ADIRINC-1777,5328967,U_M0C88,ТРЕБУЕТ УТОЧНЕНИЯ,23.08.2024 16:09,Дефект_АИ,,,,Дефект промсреды,,2024-10-04 00:00:00.0,"Клиент ЗАВЬЯЛОВ СЕРГЕЙ ВАСИЛЬЕВИЧ BGNXHW

При открытии брокерского счёта через приложение АМ появляется окно, что паспорт РФ просрочен:

!image-2024-08-23-16-11-18-509.png!

По логам в  [http://amlog/kibana/goto/3ef5b6e0-5f8e-11ef-b7f8-8d4e65c1e584] ошибка та же:

!image-2024-08-23-16-13-45-115.png!

У клиента действующий паспорт:

!image-2024-08-23-16-25-18-362.png!

Но дата выдачи совпадает с датой рождения:

!image-2024-08-23-16-29-04-553.png!

По логам в [http://adirelkprod.alfadirect.ru/goto/d2e58d76c00747a2fead77219c87b973] видим ошибку:

!image-2024-08-23-16-19-05-430.png!

Ранее считалось, что такие паспорта не действительны, т.к. он действует 1 день (с даты выдачи до дня рождения). 

На запрос в OSTO_ZAPROS@alfabank.ru , был получен ответ:

!image-2024-08-23-16-23-01-309.png!

 *+_Требуется устранить ошибку и исключить повторения кейса в будущем по всем клиентам._+*

 ",,5.0,K2
ADIRINC-1775,5319445,U_M1FE1,На исправление,22.08.2024 13:10,instruments-api,Дефект_АИ,Производительность,,Дефект промсреды,,2024-11-14 00:00:00.0," После релиза у сервиса увеличилось потребление ресурсов, из-за чего 22.08 в 10:36 перестали идти вызовы к core-сервису  difidend-info
 При откате, утилизация нормализовалась

https://jira.moscow.alfaintra.net/browse/ADIRINC-1775
 [http://admon/grafana/goto/5lX3F6jIg?orgId=1]

!image-2024-08-22-13-23-32-475.png!

!image-2024-08-22-13-35-54-290.png!",,,Elbrus
ADIRINC-1774,5309745,U_M0SLM,На исправление,21.08.2024 10:04,,,,,Дефект промсреды,,2024-10-02 00:00:00.0,"У клиента не выставилась заявка после недоступности со стороны МБ.

http://webadmin.k8s-master.alfadirect.ru/reporting/orders/7141065-000/61533906184/1

Возникла ошибка
!image-2024-08-21-10-01-45-950.png!
!image-2024-08-21-10-02-07-577.png!

Ошибка на нашей стороне.
Обсуждение в треде [https://rc.alfa-bank.net/channel/adir_duty?msg=p33GMDEfwLQm6y3rw]
задача на проблему https://jira.moscow.alfaintra.net/browse/ADIRSVC-4061",,1.0,Core
ADIRINC-1770,5309106,U_M1W4D,Закрыт,21.08.2024 09:52,,,,,Дефект промсреды,12.09.2024 07:57,2024-10-24 00:00:00.0,"Вечером 20.08.2024 в 21:20 начался фон ошибок сервиса daily-summary-api
http://adlog1/kibana/goto/7c80aa60-5f89-11ef-890a-e97f280311e8

!image-2024-08-21-09-49-04-846.png!


{code:java}
""message"": ""Server response. Body={\n  \""errorId\"" : \""2d94e685-621b-4e07-ab27-514f5129e35a\"",\n  \""application\"" : \""daily-summary-api\"",\n  \""errorCode\"" : \""BAD_REQUEST\"",\n  \""level\"" : \""ERROR\"",\n  \""messages\"" : {\n    \""en\"" : \""400 BAD_REQUEST \\\""Required query parameter 'assetCodes' is not present.\\\""\"",\n    \""ru\"" : \""Извините, что-то пошло не так, попробуйте позднее.\""\n  }\n}"",
{code}

как оказалось, сервис вызывал news-api, но данная интеграция не описана в документах сервиса 
[https://binary.moscow.alfaintra.net/artifactory/releases/ru/alfabank/mobile/invest/daily/summary/docs/0.0.11/docs-0.0.11-docs.zip!/index.html]

Требуется исправить ошибку сервиса.",,,Olympus
ADIRINC-1767,5305752,U_M1W4D,Закрыт,20.08.2024 13:56,Дефекты_АИ,История,,,Дефект промсреды,07.10.2024 08:24,2024-10-01 00:00:00.0,"Обсудили с Чикишевым Дмитрием, принято решение завести Дефект
У клиента 3636940 некорректно отображается история операций по 844


{code:java}
SELECT TOP (1000) *
  FROM [a_hell_opers].[dbo].[a_fin_transactions] with (nolock)
  Where treaty = '4339200'
  and p_code = 'FXUS'
  order by a_date desc
{code}
{code:java}
 
SELECT TOP (1000) ts_time ,* FROM [operations_cache].[hell].[trades] WITH (nolock) Where treaty = '4339200' and act_id = '14605'
{code}

!image-2024-08-20-13-55-01-537.png!
!image-2024-08-20-13-55-11-774.png!",,12.0,Сатурн
ADIRINC-1765,5305088,U_M1FE1,На исправление,20.08.2024 13:24,0,Дефект_АИ,Дивиденды,Отображение,Дефект промсреды,,2024-10-01 00:00:00.0,"В МТ АИ версии 2.30.0 во вкладке отображается 0 доходность в истории.

обговорили с Чикишевым Дмитрием, заведен Дефект по итогу анализа.

!image-2024-08-20-13-23-49-513.png!",,,
ADIRINC-1760,5296923,U_M1W4D,Отклонен,19.08.2024 13:46,Дефект_АИ,,,,Дефект промсреды,26.08.2024 10:25,2024-09-30 00:00:00.0," Воспроизводится по бумаге OFZ-PD 26247

При заполнении поля ""шт"" (сколько хотим купить) система некорректно рассчитывает сумму для пополнения для покупки.

!image-2024-08-19-13-41-12-198.png!

При это в МТ отображается корректно.

!image-2024-08-19-13-45-37-194.png!

Необходимо отображать корректную сумму для пополнения клиентам.

Вместо ""Для совершения сделки не хватает 899 367,51 ₽"" для совершения сделки клиенту необходимо иметь на балансе счета Итог 857 040,00 ₽",,1.0,Pro terminal
ADIRINC-1756,5283390,U_M16MW,На исправление,16.08.2024 12:39,,,,,Дефект промсреды,,2024-09-27 00:00:00.0,"На примере облигации Завод КЭС 001P-02 ISIN RU000A102AB8:

!image-2024-08-16-12-44-04-855.png!

С 03.07.2024 торгуется в режиме TQRD:

!image-2024-08-16-12-46-14-520.png!

У клиента AVW5L4 ГС 4595413 купон от 25.07.2024 отображается как выплаченный,  облигация дефолтная выплату не зачислили:

!image-2024-08-16-12-47-30-113.png!

 В разделе купоны по данному инструменту отображается ближайшая выплата 22.08.2024

!image-2024-08-16-12-54-51-315.png!

 И будущие выплаты:

!image-2024-08-16-12-55-10-978.png!

 На мосбирже этих данных о выплатах нет:

  !image-2024-08-16-19-57-37-995.png!

 Данный дефект будет решен в рамках задачи: ADIRANALYT-12057",,2.0,Core
ADIRINC-1753,5260686,U_M20N2,Закрыт,14.08.2024 20:07,,,,,Дефект промсреды,01.10.2024 17:37,2024-09-26 00:00:00.0,"Клиент AXL34I  ГС 5897457 пытается вывести денежные средства через АМ и ВТ с текущего счета МИР (типа MH)

!image-2024-08-14-20-21-44-456.png!

При попытке вывода через ВТ клиент может выбрать данный счет для перевода, но отсутствует кнопка перевода:

!image-2024-08-14-20-27-12-268.png!

 

По логам видим, что не определяется имя счета:

[http://adirelkprod.alfadirect.ru/goto/72dfe0f87d22e056897f127d32b8529c]

 

!image-2024-08-14-20-35-16-254.png!

Проходит запрос лимита:

!image-2024-08-19-14-22-50-715.png!

!image-2024-08-14-20-42-17-944.png!

Но поручение на вывод ДС не формируется:

[http://adirelkprod.alfadirect.ru/goto/662ccd7cf3991af2d346196e734b51db]

!image-2024-08-14-20-38-03-642.png!

 При попытке вывода через АМ возникает ошибка:

!image-2024-08-14-20-44-26-668.png!

 По логам причину ошибки определить  не удалось:

[http://adirelkprod.alfadirect.ru/goto/4b002d42b8c0d7e951babbd5e59c26ef]

[http://amlog/kibana/goto/1cfdd170-5e22-11ef-bf47-e9bc53c05f52]

[http://adlog1/kibana/goto/36f24200-5e22-11ef-890a-e97f280311e8]

 

 *+_Требуется устранить ошибку и исключить повторения кейса в будущем по всем клиентам._+*",,2.0,Core
ADIRINC-1751,5254837,U_M1FE1,Принят к исправлению,14.08.2024 12:49,Frontend,Стакан,,,Дефект промсреды,,2024-10-15 00:00:00.0,"Клиент 4253435 or brisin_a or ANGAJ2
Андроид 2.30.4
Переходит в раздел История - находит выплату купона по облиге или дивидендов по акциям - проваливается - нажимает на инструмент :
ФР: открывается некорректный инструмент с пустым графиком и пустым стаканом
ОР: открывается корректный инструмент с графиком и стаканом
Проблема возникает в том, что перекидывает на инструмент с бордом КЦБ ММВБ, который только для хранения и на нем торгов нет, от того и график со стаканом пустой",,1.0,Montblanc
ADIRINC-1750,5254006,U_M2AB7,На исправление,14.08.2024 11:50,Frontend,,,,Дефект промсреды,,2024-09-25 00:00:00.0,"Клиенты не могут выставить заявку в приложении 3.9.0
для отправки заявки клиенты переключаются между вкладками, после чего заявка уходит.
не работает кнопка ""купить""
логи во вложении:
!image-2024-08-14-11-49-33-597.png!

[^IMG_0.MOV]
[^Logs (1).zip]",,1.0,Everest
ADIRINC-1748,5225311,U_M19LL,Отклонен командой,09.08.2024 17:50,открытие_счетов,,,,Дефект промсреды,,2024-09-20 00:00:00.0,"При попытке открыть детский счет через SFA, после подписания документов по ссылке из смс, происходит отказ в открытии счета. !image-2024-08-09-17-48-52-846.png!",,,Core
